ID,Epic,User Story,Acceptance Criteria,Module,Priority,Status,Testable,source_file
US-NEWS-005,News & Catalyst Detection,"As a System, I want to store the news title, link, and score with the ticker so that the source of detection is preserved.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-006,News & Catalyst Detection,"As a Bot, I want to automatically add tickers with strong catalyst scores to the watchlist so that I don’t miss time-sensitive trades.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-007,News & Catalyst Detection,"As a System, I want to log rejected news items and reasons (e.g., duplicate, no match) so that the process is auditable.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-008,News & Catalyst Detection,"As a Trader, I want to see each ticker's news score and summary in the UI so that I understand the reason behind selection.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-009,News & Catalyst Detection,"As a Bot, I want to send a Telegram alert when a news catalyst score is above threshold so that I can act quickly.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-010,News & Catalyst Detection,"As a System, I want to save all detected catalysts in a separate catalyst.json file so that I can review triggers historically.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-011,News & Catalyst Detection,"As an IA, I want to learn from news-based trades to refine catalyst detection weights so that the system evolves.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-012,News & Catalyst Detection,"As a Bot, I want to scan news every 10 minutes during pre-market and trading hours so that I stay up to date.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-013,News & Catalyst Detection,"As a System, I want to remove expired or irrelevant news from storage after 2 days so that the list remains clean.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-014,News & Catalyst Detection,"As a Bot, I want to combine news score with float, volume, and pattern to compute final ticker score so that selection is more accurate.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-015,News & Catalyst Detection,"As a Trader, I want to manually validate or discard a news-detected ticker in the UI so that I have final control.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-016,News & Catalyst Detection,"As a System, I want to highlight tickers where news matches a historical pattern of gain so that I can spot recurring signals.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-017,News & Catalyst Detection,"As a Bot, I want to flag conflicting sentiment between news and technicals so that I can reduce false positives.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-018,News & Catalyst Detection,"As a System, I want to retry news parsing up to 3 times if feed fails so that reliability improves.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-019,News & Catalyst Detection,"As a Bot, I want to display the exact phrase that triggered news detection so that reasoning is visible.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-NEWS-020,News & Catalyst Detection,"As a Trader, I want to see a chart of detected catalyst frequency by category so that I identify hot sectors.","- [ ] News scraped or filtered
- [ ] Ticker scored or stored
- [ ] Logs and Telegram alerts
- [ ] UI displays score and summary",news_filter.py,High,To Do,Yes,USER_STORIES_NEWS_CATALYST_DETECTION.xlsx
US-METAIA-001,Meta IA Config,"As a System, I want to load IA weight configuration from meta_ia.json at startup so that the scoring logic is ready.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-002,Meta IA Config,"As a Trader, I want to view the current IA weights in the Streamlit UI so that I understand how the bot scores tickers.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-003,Meta IA Config,"As a System, I want to apply the configured weights when computing final scores so that decisions are consistent.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-004,Meta IA Config,"As a Trader, I want to manually adjust weights (e.g. float, GPT, pattern) from the UI so that I can fine-tune strategy.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-005,Meta IA Config,"As an IA, I want to auto-adjust the scoring weights based on backtest performance so that accuracy improves over time.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-006,Meta IA Config,"As a System, I want to log every change made to the meta_ia.json file so that we can audit changes.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-007,Meta IA Config,"As a Trader, I want to reset all IA weights to default from the interface so that I return to baseline configuration.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-008,Meta IA Config,"As an IA, I want to save updated weights back into meta_ia.json after learning so that improvements persist.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-009,Meta IA Config,"As a System, I want to compare current weights to the last 3 versions so that we can track evolution.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-010,Meta IA Config,"As a Bot, I want to use the weights to influence ticker scoring and trade filtering so that I follow learned logic.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-011,Meta IA Config,"As a System, I want to prevent weight changes during active session unless authorized so that stability is maintained.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-012,Meta IA Config,"As a Trader, I want to export the current IA config to a backup file so that I can reuse it later.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-013,Meta IA Config,"As a System, I want to show a warning if weights are extreme or misconfigured so that I avoid faulty scoring.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-014,Meta IA Config,"As an IA, I want to adjust GPT score weight upward if past GPT-based trades had better results so that I self-optimize.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-015,Meta IA Config,"As a System, I want to retain weight change logs linked to the learning iteration so that they’re traceable.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-016,Meta IA Config,"As a Bot, I want to refuse scoring execution if no valid meta_ia.json is loaded so that processing is safe.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-017,Meta IA Config,"As a Trader, I want to switch between preset strategies with predefined weight templates so that I test different logic paths.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-018,Meta IA Config,"As a System, I want to visually display weights as a radar or bar chart so that understanding is easier.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-019,Meta IA Config,"As an IA, I want to lock weight values temporarily during batch simulation so that consistency is guaranteed.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-METAIA-020,Meta IA Config,"As a System, I want to validate the meta_ia.json format before applying weights so that runtime errors are avoided.","- [ ] Weight loaded or adjusted
- [ ] Reflected in logic
- [ ] UI/JSON/log updated
- [ ] Error-free",meta_ia.json,High,To Do,Yes,USER_STORIES_META_IA_CONFIG.xlsx
US-LEARN-001,Learning AI,"As an IA, I want to analyze all simulated trades to detect patterns of profit and loss so that I can learn what conditions lead to better outcomes.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-002,Learning AI,"As a System, I want to log the parameters and outcomes of each simulated trade so that learning data is persistent.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-003,Learning AI,"As an IA, I want to adjust the weight of volume in the scoring model based on its historical accuracy so that prediction improves over time.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-004,Learning AI,"As an IA, I want to increase GPT influence when GPT predictions correlate with successful trades so that natural language insight is better used.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-005,Learning AI,"As a Bot, I want to trigger learning after every 10 executed trades so that the AI keeps adapting without manual intervention.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-006,Learning AI,"As a System, I want to store the updated weights in meta_ia.json so that changes persist and are reused at next run.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-007,Learning AI,"As a Trader, I want to view the current IA scoring weights in the UI so that I understand how decisions are made.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-008,Learning AI,"As an IA, I want to detect which tickers historically produced over 100% return so that they influence future scoring logic.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-009,Learning AI,"As a System, I want to save learning iterations with timestamp and diff log so that AI changes are traceable.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-010,Learning AI,"As an IA, I want to exclude learning from trades marked as invalid or cancelled so that the model is not biased.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-011,Learning AI,"As a Trader, I want to lock the IA engine from learning during testing periods so that I maintain a stable baseline.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-012,Learning AI,"As a Bot, I want to replay past simulations to reinforce successful pattern recognition so that pattern learning is strengthened.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-013,Learning AI,"As a System, I want to notify via UI when learning parameters are changed so that the trader is informed of AI evolution.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-014,Learning AI,"As an IA, I want to balance the impact of pattern score vs catalyst score based on results so that the model remains dynamic.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-015,Learning AI,"As a Trader, I want to manually reset the IA memory to baseline config so that I can start fresh during new strategies.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-016,Learning AI,"As a System, I want to track learning effectiveness by comparing before/after scoring accuracy so that improvements are measurable.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-017,Learning AI,"As a Bot, I want to apply higher confidence to patterns that repeatedly lead to profitable trades so that smart reinforcement happens.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-018,Learning AI,"As an IA, I want to run offline learning overnight based on daily results so that the main bot stays fast in trading hours.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-019,Learning AI,"As a System, I want to save IA performance logs in a daily log file so that results can be reviewed historically.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-LEARN-020,Learning AI,"As a Bot, I want to pause learning during high volatility macro news so that the model avoids adapting to anomalies.","- [ ] Learning executed or blocked as expected
- [ ] Logs updated
- [ ] Weights stored/visible
- [ ] Accuracy impacted positively",learn_from_trades.py,High,To Do,Yes,USER_STORIES_LEARNING_AI.xlsx
US-KPI-001,KPI Tracker,"As a Trader, I want to view daily PnL, number of trades, and win rate so that I can assess my bot’s performance each day.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-002,KPI Tracker,"As a System, I want to calculate the cumulative profit towards a $100,000 target so that I know progress toward the goal.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-003,KPI Tracker,"As a Bot, I want to update KPI metrics at the end of each trading session so that data remains current.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-004,KPI Tracker,"As a Trader, I want to see a dashboard with monthly performance breakdown so that I can evaluate longer-term trends.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-005,KPI Tracker,"As a System, I want to log all KPIs into a historical database or file so that reports can be generated.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-006,KPI Tracker,"As a System, I want to display a graph of cumulative PnL over time so that growth is visible.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-007,KPI Tracker,"As a Bot, I want to compare current week KPIs to the previous week so that I identify improvement or decline.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-008,KPI Tracker,"As an IA, I want to adjust behavior if KPIs are below target for multiple days so that I can self-correct.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-009,KPI Tracker,"As a Trader, I want to receive an alert if the daily loss exceeds 5% so that I can take action.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-010,KPI Tracker,"As a System, I want to calculate average trade duration and average return per trade so that I understand efficiency.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-011,KPI Tracker,"As a Bot, I want to store all KPIs per day in a structured format so that analysis is easy.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-012,KPI Tracker,"As a Trader, I want to filter KPIs by ticker, day, or execution type so that I drill into results.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-013,KPI Tracker,"As a System, I want to export KPI reports to Excel or JSON so that I can archive or share them.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-014,KPI Tracker,"As a Bot, I want to calculate win rate over the last 20 trades so that short-term performance is visible.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-015,KPI Tracker,"As a System, I want to track maximum drawdown per day so that risk exposure is known.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-016,KPI Tracker,"As a Trader, I want to see progress bars towards daily, weekly, and monthly targets so that motivation is visual.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-017,KPI Tracker,"As an IA, I want to prioritize learning from days with high PnL or high loss so that I optimize faster.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-018,KPI Tracker,"As a System, I want to store KPI snapshots before and after strategy changes so that I measure impact.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-019,KPI Tracker,"As a Trader, I want to reset KPI tracking at the start of a new month so that data is clean.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-KPI-020,KPI Tracker,"As a Bot, I want to include KPI performance in the daily Telegram summary so that I monitor it remotely.","- [ ] KPI calculated
- [ ] Stored or displayed
- [ ] Compared to goal
- [ ] Export available",kpi_tracker.py,High,To Do,Yes,USER_STORIES_KPI_TRACKER.xlsx
US-JOUR-001,Journalisation des Trades,"As a System, I want to store each trade (simulated or real) in the trades.db database so that the entire trading history is saved.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-002,Journalisation des Trades,"As a Bot, I want to record trade details including ticker, entry price, exit price, PnL, and execution type so that results are fully traceable.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-003,Journalisation des Trades,"As a Trader, I want to view the last 20 trades in the dashboard so that I can monitor performance easily.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-004,Journalisation des Trades,"As a System, I want to assign a unique ID to each trade entry so that trades are uniquely identifiable.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-005,Journalisation des Trades,"As a Bot, I want to label each trade as win/loss based on PnL outcome so that statistics can be compiled.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-006,Journalisation des Trades,"As a System, I want to save the timestamp of entry and exit for each trade so that the duration is measurable.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-007,Journalisation des Trades,"As a Bot, I want to track whether the trade was manual or automatic so that execution type is recorded.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-008,Journalisation des Trades,"As a Trader, I want to filter trade history by date range or ticker so that I can review targeted trades.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-009,Journalisation des Trades,"As a System, I want to store simulated and real trades in the same table with different flags so that data is unified but distinguishable.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-010,Journalisation des Trades,"As a Trader, I want to export the trade journal to CSV or Excel format so that I can do external analysis.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-011,Journalisation des Trades,"As a Bot, I want to annotate trades with scoring parameters at time of entry so that later analysis is possible.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-012,Journalisation des Trades,"As a System, I want to log any error encountered during DB insertion so that bugs are traceable.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-013,Journalisation des Trades,"As a Trader, I want to see trade status (open or closed) in the interface so that I know what positions are still active.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-014,Journalisation des Trades,"As a Bot, I want to auto-close any trade left open by mistake at end of session so that no ghost positions remain.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-015,Journalisation des Trades,"As an IA, I want to access the trade journal to analyze which strategies performed best so that learning is based on real data.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
US-JOUR-016,Journalisation des Trades,"As a System, I want to limit DB size by archiving trades older than 3 months so that performance remains optimal.","- [ ] Trade saved
- [ ] Data structured
- [ ] Visible in UI
- [ ] Export/log available",journal.py,High,To Do,Yes,USER_STORIES_JOURNALISATION_TRADES.xlsx
